"COLLAR_CODE,C,8";"LINE_NO,N,6,0";"UTC_DATE,D";"UTC_TIME,C,8";"LMT_DATE,D";"LMT_TIME,C,8";"ECEF_X,N,9,0";"ECEF_Y,N,9,0";"ECEF_Z,N,9,0";"LATITUDE,N,12,7";"LONGITUDE,N,12,7";"HEIGHT,N,9,2";"DOP,N,4,1";"NAV,C,2";"VALIDATED,C,3";"SATS_USED,N,2,0";"CH1_SATID,N,2,0";"CH1_C/N,N,2,0";"CH2_SATID,N,2,0";"CH2_C/N,N,2,0";"CH3_SATID,N,2,0";"CH3_C/N,N,2,0";"CH4_SATID,N,2,0";"CH4_C/N,N,2,0";"CH5_SATID,N,2,0";"CH5_C/N,N,2,0";"CH6_SATID,N,2,0";"CH6_C/N,N,2,0";"CH7_SATID,N,2,0";"CH7_C/N,N,2,0";"CH8_SATID,N,2,0";"CH8_C/N,N,2,0";"CH9_SATID,N,2,0";"CH9_C/N,N,2,0";"CH10_SATID,N,2,0";"CH10_C/N,N,2,0";"CH11_SATID,N,2,0";"CH11_C/N,N,2,0";"CH12_SATID,N,2,0";"CH12_C/N,N,2,0";"MAIN_VOL,N,4,2";"BU_VOL,N,4,2";"TEMP,N,4,0";"EASTING,N,20,0";"NORTHING,N,20,0";"REMARKS,C,128"
"GSM01511";1;23/07/2005;"12:03:04";23/07/2005;"13:03:04";;;;;;;25.4;"No";"No";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.44;3.6;22;;;
"GSM01511";2;23/07/2005;"16:02:16";23/07/2005;"17:02:16";4357163;849837;4566686;46.0028605;11.0366186;1692.58;10;"3D";"No";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.44;3.6;20;1657722;5096402;
"GSM01511";3;23/07/2005;"20:01:51";23/07/2005;"21:01:51";4356333;850745;4567297;46.0108234;11.0501738;1687.14;2.4;"2D";"No";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.44;3.6;16;1658749;5097314;
"GSM01511";4;24/07/2005;"00:01:24";24/07/2005;"01:01:24";4355909;850966;4567488;46.0144353;11.054023;1564.98;3;"3D";"Yes";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.52;3.6;13;1659036;5097723;
"GSM01511";5;24/07/2005;"04:01:41";24/07/2005;"05:01:41";4355898;850988;4567519;46.0146715;11.054329;1582.72;11.8;"3D";"No";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.44;3.6;10;1659059;5097750;
"GSM01511";6;24/07/2005;"08:03:09";24/07/2005;"09:03:09";;;;;;;25.4;"No";"No";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.44;3.6;13;;;
"GSM01511";7;24/07/2005;"12:01:41";24/07/2005;"13:01:41";;;;;;;25.4;"No";"No";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.44;3.6;19;;;
"GSM01511";8;30/07/2005;"12:01:41";30/07/2005;"13:01:41";;;;;;;25.4;"No";"No";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.44;3.6;24;;;
"GSM01511";9;30/07/2005;"16:03:13";30/07/2005;"17:03:13";4357165;849420;4566690;46.0033892;11.0313311;1641.39;13;"3D";"No";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.44;3.6;26;1657311;5096451;
"GSM01511";10;30/07/2005;"20:03:05";30/07/2005;"21:03:05";;;;;;;25.4;"No";"No";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.44;3.6;21;;;
"GSM01511";11;31/07/2005;"00:02:12";31/07/2005;"01:02:12";4355902;850909;4567604;46.0152751;11.0533182;1636.08;3.6;"2D";"No";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.44;3.6;19;1658979;5097815;
"GSM01511";12;31/07/2005;"04:03:08";31/07/2005;"05:03:08";;;;;;;25.4;"No";"No";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.44;3.6;17;;;
"GSM01511";13;31/07/2005;"08:01:07";31/07/2005;"09:01:07";4356512;850322;4567134;46.0091928;11.044372;1635.59;14.8;"2D";"No";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.44;3.6;17;1658304;5097121;
"GSM01511";14;31/07/2005;"12:01:48";31/07/2005;"13:01:48";4353863;850936;4569543;46.040304;11.0587093;1645.71;5.2;"3D";"Yes";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.44;3.6;26;1659325;5100607;
"GSM01511";15;31/07/2005;"16:02:16";31/07/2005;"17:02:16";4355977;850973;4567533;46.0142758;11.0539434;1644.64;2.4;"2D";"No";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.52;3.6;26;1659030;5097705;
"GSM01511";16;31/07/2005;"20:01:36";31/07/2005;"21:01:36";;;;;;;25.4;"No";"No";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.44;3.6;24;;;
"GSM01511";17;01/08/2005;"00:01:36";01/08/2005;"01:01:36";;;;;;;25.4;"No";"No";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.44;3.6;23;;;
"GSM01511";18;01/08/2005;"04:01:36";01/08/2005;"05:01:36";;;;;;;25.4;"No";"No";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.44;3.6;22;;;
"GSM01511";19;01/08/2005;"08:01:36";01/08/2005;"09:01:36";;;;;;;25.4;"No";"No";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.44;3.6;24;;;
